"date","location_long","location_short","gt_source","cum.death","inc.death"
2020-01-25,"Sudan","SDN","JHU",0,0
2020-01-25,"Suriname","SUR","JHU",0,0
2020-01-25,"Swaziland","SWZ","JHU",0,0
2020-01-25,"Sweden","SWE","JHU",0,0
2020-01-25,"Switzerland","CHE","JHU",0,0
2020-01-25,"Syria","SYR","JHU",0,0
2020-01-25,"Taiwan","TWN","JHU",0,0
2020-01-25,"Tajikistan","TJK","JHU",0,0
2020-01-25,"Tanzania","TZA","JHU",0,0
2020-01-25,"Thailand","THA","JHU",0,0
2020-01-25,"Timor-Leste","TLS","JHU",0,0
2020-01-25,"Togo","TGO","JHU",0,0
2020-01-25,"Trinidad & Tobago","TTO","JHU",0,0
2020-01-25,"Tunisia","TUN","JHU",0,0
2020-01-25,"Turkey","TUR","JHU",0,0
2020-01-25,"Uganda","UGA","JHU",0,0
2020-01-25,"Ukraine","UKR","JHU",0,0
2020-01-25,"United Arab Emirates","ARE","JHU",0,0
2020-01-25,"United Kingdom","GBR","JHU",0,0
2020-01-25,"United States","USA","JHU",0,0
2020-01-25,"Uruguay","URY","JHU",0,0
2020-01-25,"Uzbekistan","UZB","JHU",0,0
2020-01-25,"Vatican City","VAT","JHU",0,0
2020-01-25,"Venezuela","VEN","JHU",0,0
2020-01-25,"Vietnam","VNM","JHU",0,0
2020-01-25,"Western Sahara","ESH","JHU",0,0
2020-01-25,"Yemen","YEM","JHU",0,0
2020-01-25,"Zambia","ZMB","JHU",0,0
2020-01-25,"Zimbabwe","ZWE","JHU",0,0
2020-01-26,"Afghanistan","AFG","JHU",0,0
2020-01-26,"Albania","ALB","JHU",0,0
2020-01-26,"Algeria","DZA","JHU",0,0
2020-01-26,"Andorra","AND","JHU",0,0
2020-01-26,"Angola","AGO","JHU",0,0
2020-01-26,"Antigua & Barbuda","ATG","JHU",0,0
2020-01-26,"Argentina","ARG","JHU",0,0
2020-01-26,"Armenia","ARM","JHU",0,0
2020-01-26,"Australia","AUS","JHU",0,0
2020-01-26,"Austria","AUT","JHU",0,0
2020-01-26,"Azerbaijan","AZE","JHU",0,0
2020-01-26,"Bahamas","BHS","JHU",0,0
2020-01-26,"Bahrain","BHR","JHU",0,0
2020-01-26,"Bangladesh","BGD","JHU",0,0
2020-01-26,"Barbados","BRB","JHU",0,0
2020-01-26,"Belarus","BLR","JHU",0,0
2020-01-26,"Belgium","BEL","JHU",0,0
2020-01-26,"Belize","BLZ","JHU",0,0
2020-01-26,"Benin","BEN","JHU",0,0
2020-01-26,"Bhutan","BTN","JHU",0,0
2020-01-26,"Bolivia","BOL","JHU",0,0
2020-01-26,"Bosnia & Herzegovina","BIH","JHU",0,0
2020-01-26,"Botswana","BWA","JHU",0,0
2020-01-26,"Brazil","BRA","JHU",0,0
2020-01-26,"Brunei","BRN","JHU",0,0
2020-01-26,"Bulgaria","BGR","JHU",0,0
2020-01-26,"Burkina Faso","BFA","JHU",0,0
2020-01-26,"Burundi","BDI","JHU",0,0
2020-01-26,"Cambodia","KHM","JHU",0,0
2020-01-26,"Cameroon","CMR","JHU",0,0
2020-01-26,"Canada","CAN","JHU",0,0
2020-01-26,"Cape Verde","CPV","JHU",0,0
2020-01-26,"Central African Republic","CAF","JHU",0,0
2020-01-26,"Chad","TCD","JHU",0,0
2020-01-26,"Chile","CHL","JHU",0,0
2020-01-26,"China","CHN","JHU",56,14
2020-01-26,"Colombia","COL","JHU",0,0
2020-01-26,"Comoros","COM","JHU",0,0
2020-01-26,"Congo - Brazzaville","COG","JHU",0,0
2020-01-26,"Congo - Kinshasa","COD","JHU",0,0
2020-01-26,"Costa Rica","CRI","JHU",0,0
2020-01-26,"Côte d’Ivoire","CIV","JHU",0,0
2020-01-26,"Croatia","HRV","JHU",0,0
2020-01-26,"Cuba","CUB","JHU",0,0
2020-01-26,"Cyprus","CYP","JHU",0,0
2020-01-26,"Czechia","CZE","JHU",0,0
2020-01-26,"Denmark","DNK","JHU",0,0
2020-01-26,"Diamond Princess","Diamond Princess","JHU",0,0
2020-01-26,"Djibouti","DJI","JHU",0,0
2020-01-26,"Dominica","DMA","JHU",0,0
2020-01-26,"Dominican Republic","DOM","JHU",0,0
2020-01-26,"Ecuador","ECU","JHU",0,0
2020-01-26,"Egypt","EGY","JHU",0,0
2020-01-26,"El Salvador","SLV","JHU",0,0
2020-01-26,"Equatorial Guinea","GNQ","JHU",0,0
2020-01-26,"Eritrea","ERI","JHU",0,0
2020-01-26,"Estonia","EST","JHU",0,0
2020-01-26,"Ethiopia","ETH","JHU",0,0
2020-01-26,"Fiji","FJI","JHU",0,0
2020-01-26,"Finland","FIN","JHU",0,0
2020-01-26,"France","FRA","JHU",0,0
2020-01-26,"Gabon","GAB","JHU",0,0
2020-01-26,"Gambia","GMB","JHU",0,0
2020-01-26,"Georgia","GEO","JHU",0,0
2020-01-26,"Germany","DEU","JHU",0,0
2020-01-26,"Ghana","GHA","JHU",0,0
2020-01-26,"Greece","GRC","JHU",0,0
2020-01-26,"Grenada","GRD","JHU",0,0
2020-01-26,"Guatemala","GTM","JHU",0,0
2020-01-26,"Guinea","GIN","JHU",0,0
2020-01-26,"Guinea-Bissau","GNB","JHU",0,0
2020-01-26,"Guyana","GUY","JHU",0,0
2020-01-26,"Haiti","HTI","JHU",0,0
2020-01-26,"Honduras","HND","JHU",0,0
2020-01-26,"Hungary","HUN","JHU",0,0
2020-01-26,"Iceland","ISL","JHU",0,0
2020-01-26,"India","IND","JHU",0,0
2020-01-26,"Indonesia","IDN","JHU",0,0
2020-01-26,"Iran","IRN","JHU",0,0
2020-01-26,"Iraq","IRQ","JHU",0,0
2020-01-26,"Ireland","IRL","JHU",0,0
2020-01-26,"Israel","ISR","JHU",0,0
2020-01-26,"Italy","ITA","JHU",0,0
2020-01-26,"Jamaica","JAM","JHU",0,0
2020-01-26,"Japan","JPN","JHU",0,0
2020-01-26,"Jordan","JOR","JHU",0,0
2020-01-26,"Kazakhstan","KAZ","JHU",0,0
2020-01-26,"Kenya","KEN","JHU",0,0
2020-01-26,"Kosovo","KSV","JHU",0,0
2020-01-26,"Kuwait","KWT","JHU",0,0
2020-01-26,"Kyrgyzstan","KGZ","JHU",0,0
2020-01-26,"Laos","LAO","JHU",0,0
2020-01-26,"Latvia","LVA","JHU",0,0
2020-01-26,"Lebanon","LBN","JHU",0,0
2020-01-26,"Lesotho","LSO","JHU",0,0
2020-01-26,"Liberia","LBR","JHU",0,0
2020-01-26,"Libya","LBY","JHU",0,0
2020-01-26,"Liechtenstein","LIE","JHU",0,0
2020-01-26,"Lithuania","LTU","JHU",0,0
2020-01-26,"Luxembourg","LUX","JHU",0,0
2020-01-26,"Macedonia","MKD","JHU",0,0
2020-01-26,"Madagascar","MDG","JHU",0,0
2020-01-26,"Malawi","MWI","JHU",0,0
2020-01-26,"Malaysia","MYS","JHU",0,0
2020-01-26,"Maldives","MDV","JHU",0,0
2020-01-26,"Mali","MLI","JHU",0,0
2020-01-26,"Malta","MLT","JHU",0,0
2020-01-26,"Mauritania","MRT","JHU",0,0
2020-01-26,"Mauritius","MUS","JHU",0,0
2020-01-26,"Mexico","MEX","JHU",0,0
2020-01-26,"Moldova","MDA","JHU",0,0
2020-01-26,"Monaco","MCO","JHU",0,0
2020-01-26,"Mongolia","MNG","JHU",0,0
2020-01-26,"Montenegro","MNE","JHU",0,0
2020-01-26,"Morocco","MAR","JHU",0,0
2020-01-26,"Mozambique","MOZ","JHU",0,0
2020-01-26,"MS Zaandam","MS Zaandam","JHU",0,0
2020-01-26,"Myanmar (Burma)","MMR","JHU",0,0
2020-01-26,"Namibia","NAM","JHU",0,0
2020-01-26,"Nepal","NPL","JHU",0,0
2020-01-26,"Netherlands","NLD","JHU",0,0
2020-01-26,"New Zealand","NZL","JHU",0,0
2020-01-26,"Nicaragua","NIC","JHU",0,0
2020-01-26,"Niger","NER","JHU",0,0
2020-01-26,"Nigeria","NGA","JHU",0,0
2020-01-26,"Norway","NOR","JHU",0,0
2020-01-26,"Oman","OMN","JHU",0,0
2020-01-26,"Pakistan","PAK","JHU",0,0
2020-01-26,"Palestinian Territories","PSE","JHU",0,0
2020-01-26,"Panama","PAN","JHU",0,0
2020-01-26,"Papua New Guinea","PNG","JHU",0,0
2020-01-26,"Paraguay","PRY","JHU",0,0
2020-01-26,"Peru","PER","JHU",0,0
2020-01-26,"Philippines","PHL","JHU",0,0
2020-01-26,"Poland","POL","JHU",0,0
2020-01-26,"Portugal","PRT","JHU",0,0
2020-01-26,"Qatar","QAT","JHU",0,0
2020-01-26,"Romania","ROU","JHU",0,0
2020-01-26,"Russia","RUS","JHU",0,0
2020-01-26,"Rwanda","RWA","JHU",0,0
2020-01-26,"San Marino","SMR","JHU",0,0
2020-01-26,"São Tomé & Príncipe","STP","JHU",0,0
2020-01-26,"Saudi Arabia","SAU","JHU",0,0
2020-01-26,"Senegal","SEN","JHU",0,0
2020-01-26,"Serbia","SRB","JHU",0,0
2020-01-26,"Seychelles","SYC","JHU",0,0
2020-01-26,"Sierra Leone","SLE","JHU",0,0
2020-01-26,"Singapore","SGP","JHU",0,0
2020-01-26,"Slovakia","SVK","JHU",0,0
2020-01-26,"Slovenia","SVN","JHU",0,0
2020-01-26,"Somalia","SOM","JHU",0,0
2020-01-26,"South Africa","ZAF","JHU",0,0
2020-01-26,"South Korea","KOR","JHU",0,0
2020-01-26,"South Sudan","SSD","JHU",0,0
2020-01-26,"Spain","ESP","JHU",0,0
2020-01-26,"Sri Lanka","LKA","JHU",0,0
2020-01-26,"St. Kitts & Nevis","KNA","JHU",0,0
2020-01-26,"St. Lucia","LCA","JHU",0,0
2020-01-26,"St. Vincent & Grenadines","VCT","JHU",0,0
2020-01-26,"Sudan","SDN","JHU",0,0
2020-01-26,"Suriname","SUR","JHU",0,0
2020-01-26,"Swaziland","SWZ","JHU",0,0
2020-01-26,"Sweden","SWE","JHU",0,0
2020-01-26,"Switzerland","CHE","JHU",0,0
2020-01-26,"Syria","SYR","JHU",0,0
2020-01-26,"Taiwan","TWN","JHU",0,0
2020-01-26,"Tajikistan","TJK","JHU",0,0
2020-01-26,"Tanzania","TZA","JHU",0,0
2020-01-26,"Thailand","THA","JHU",0,0
2020-01-26,"Timor-Leste","TLS","JHU",0,0
2020-01-26,"Togo","TGO","JHU",0,0
2020-01-26,"Trinidad & Tobago","TTO","JHU",0,0
2020-01-26,"Tunisia","TUN","JHU",0,0
2020-01-26,"Turkey","TUR","JHU",0,0
2020-01-26,"Uganda","UGA","JHU",0,0
2020-01-26,"Ukraine","UKR","JHU",0,0
2020-01-26,"United Arab Emirates","ARE","JHU",0,0
2020-01-26,"United Kingdom","GBR","JHU",0,0
2020-01-26,"United States","USA","JHU",0,0
2020-01-26,"Uruguay","URY","JHU",0,0
2020-01-26,"Uzbekistan","UZB","JHU",0,0
2020-01-26,"Vatican City","VAT","JHU",0,0
2020-01-26,"Venezuela","VEN","JHU",0,0
2020-01-26,"Vietnam","VNM","JHU",0,0
2020-01-26,"Western Sahara","ESH","JHU",0,0
2020-01-26,"Yemen","YEM","JHU",0,0
2020-01-26,"Zambia","ZMB","JHU",0,0
2020-01-26,"Zimbabwe","ZWE","JHU",0,0
2020-01-27,"Afghanistan","AFG","JHU",0,0
2020-01-27,"Albania","ALB","JHU",0,0
2020-01-27,"Algeria","DZA","JHU",0,0
2020-01-27,"Andorra","AND","JHU",0,0
2020-01-27,"Angola","AGO","JHU",0,0
2020-01-27,"Antigua & Barbuda","ATG","JHU",0,0
2020-01-27,"Argentina","ARG","JHU",0,0
2020-01-27,"Armenia","ARM","JHU",0,0
2020-01-27,"Australia","AUS","JHU",0,0
2020-01-27,"Austria","AUT","JHU",0,0
2020-01-27,"Azerbaijan","AZE","JHU",0,0
2020-01-27,"Bahamas","BHS","JHU",0,0
2020-01-27,"Bahrain","BHR","JHU",0,0
2020-01-27,"Bangladesh","BGD","JHU",0,0
2020-01-27,"Barbados","BRB","JHU",0,0
2020-01-27,"Belarus","BLR","JHU",0,0
2020-01-27,"Belgium","BEL","JHU",0,0
2020-01-27,"Belize","BLZ","JHU",0,0
2020-01-27,"Benin","BEN","JHU",0,0
2020-01-27,"Bhutan","BTN","JHU",0,0
2020-01-27,"Bolivia","BOL","JHU",0,0
2020-01-27,"Bosnia & Herzegovina","BIH","JHU",0,0
2020-01-27,"Botswana","BWA","JHU",0,0
2020-01-27,"Brazil","BRA","JHU",0,0
2020-01-27,"Brunei","BRN","JHU",0,0
2020-01-27,"Bulgaria","BGR","JHU",0,0
2020-01-27,"Burkina Faso","BFA","JHU",0,0
2020-01-27,"Burundi","BDI","JHU",0,0
2020-01-27,"Cambodia","KHM","JHU",0,0
2020-01-27,"Cameroon","CMR","JHU",0,0
2020-01-27,"Canada","CAN","JHU",0,0
2020-01-27,"Cape Verde","CPV","JHU",0,0
2020-01-27,"Central African Republic","CAF","JHU",0,0
2020-01-27,"Chad","TCD","JHU",0,0
2020-01-27,"Chile","CHL","JHU",0,0
2020-01-27,"China","CHN","JHU",82,26
2020-01-27,"Colombia","COL","JHU",0,0
2020-01-27,"Comoros","COM","JHU",0,0
2020-01-27,"Congo - Brazzaville","COG","JHU",0,0
2020-01-27,"Congo - Kinshasa","COD","JHU",0,0
2020-01-27,"Costa Rica","CRI","JHU",0,0
2020-01-27,"Côte d’Ivoire","CIV","JHU",0,0
2020-01-27,"Croatia","HRV","JHU",0,0
2020-01-27,"Cuba","CUB","JHU",0,0
2020-01-27,"Cyprus","CYP","JHU",0,0
2020-01-27,"Czechia","CZE","JHU",0,0
2020-01-27,"Denmark","DNK","JHU",0,0
2020-01-27,"Diamond Princess","Diamond Princess","JHU",0,0
2020-01-27,"Djibouti","DJI","JHU",0,0
2020-01-27,"Dominica","DMA","JHU",0,0
2020-01-27,"Dominican Republic","DOM","JHU",0,0
2020-01-27,"Ecuador","ECU","JHU",0,0
2020-01-27,"Egypt","EGY","JHU",0,0
2020-01-27,"El Salvador","SLV","JHU",0,0
2020-01-27,"Equatorial Guinea","GNQ","JHU",0,0
2020-01-27,"Eritrea","ERI","JHU",0,0
2020-01-27,"Estonia","EST","JHU",0,0
2020-01-27,"Ethiopia","ETH","JHU",0,0
2020-01-27,"Fiji","FJI","JHU",0,0
2020-01-27,"Finland","FIN","JHU",0,0
2020-01-27,"France","FRA","JHU",0,0
2020-01-27,"Gabon","GAB","JHU",0,0
2020-01-27,"Gambia","GMB","JHU",0,0
2020-01-27,"Georgia","GEO","JHU",0,0
2020-01-27,"Germany","DEU","JHU",0,0
2020-01-27,"Ghana","GHA","JHU",0,0
2020-01-27,"Greece","GRC","JHU",0,0
2020-01-27,"Grenada","GRD","JHU",0,0
2020-01-27,"Guatemala","GTM","JHU",0,0
2020-01-27,"Guinea","GIN","JHU",0,0
2020-01-27,"Guinea-Bissau","GNB","JHU",0,0
2020-01-27,"Guyana","GUY","JHU",0,0
2020-01-27,"Haiti","HTI","JHU",0,0
2020-01-27,"Honduras","HND","JHU",0,0
2020-01-27,"Hungary","HUN","JHU",0,0
2020-01-27,"Iceland","ISL","JHU",0,0
2020-01-27,"India","IND","JHU",0,0
2020-01-27,"Indonesia","IDN","JHU",0,0
2020-01-27,"Iran","IRN","JHU",0,0
2020-01-27,"Iraq","IRQ","JHU",0,0
2020-01-27,"Ireland","IRL","JHU",0,0
2020-01-27,"Israel","ISR","JHU",0,0
2020-01-27,"Italy","ITA","JHU",0,0
2020-01-27,"Jamaica","JAM","JHU",0,0
2020-01-27,"Japan","JPN","JHU",0,0
2020-01-27,"Jordan","JOR","JHU",0,0
2020-01-27,"Kazakhstan","KAZ","JHU",0,0
2020-01-27,"Kenya","KEN","JHU",0,0
2020-01-27,"Kosovo","KSV","JHU",0,0
2020-01-27,"Kuwait","KWT","JHU",0,0
2020-01-27,"Kyrgyzstan","KGZ","JHU",0,0
2020-01-27,"Laos","LAO","JHU",0,0
2020-01-27,"Latvia","LVA","JHU",0,0
2020-01-27,"Lebanon","LBN","JHU",0,0
2020-01-27,"Lesotho","LSO","JHU",0,0
2020-01-27,"Liberia","LBR","JHU",0,0
2020-01-27,"Libya","LBY","JHU",0,0
2020-01-27,"Liechtenstein","LIE","JHU",0,0
2020-01-27,"Lithuania","LTU","JHU",0,0
2020-01-27,"Luxembourg","LUX","JHU",0,0
2020-01-27,"Macedonia","MKD","JHU",0,0
2020-01-27,"Madagascar","MDG","JHU",0,0
2020-01-27,"Malawi","MWI","JHU",0,0
2020-01-27,"Malaysia","MYS","JHU",0,0
2020-01-27,"Maldives","MDV","JHU",0,0
2020-01-27,"Mali","MLI","JHU",0,0
2020-01-27,"Malta","MLT","JHU",0,0
2020-01-27,"Mauritania","MRT","JHU",0,0
2020-01-27,"Mauritius","MUS","JHU",0,0
2020-01-27,"Mexico","MEX","JHU",0,0
2020-01-27,"Moldova","MDA","JHU",0,0
2020-01-27,"Monaco","MCO","JHU",0,0
2020-01-27,"Mongolia","MNG","JHU",0,0
2020-01-27,"Montenegro","MNE","JHU",0,0
2020-01-27,"Morocco","MAR","JHU",0,0
2020-01-27,"Mozambique","MOZ","JHU",0,0
2020-01-27,"MS Zaandam","MS Zaandam","JHU",0,0
2020-01-27,"Myanmar (Burma)","MMR","JHU",0,0
2020-01-27,"Namibia","NAM","JHU",0,0
2020-01-27,"Nepal","NPL","JHU",0,0
2020-01-27,"Netherlands","NLD","JHU",0,0
2020-01-27,"New Zealand","NZL","JHU",0,0
2020-01-27,"Nicaragua","NIC","JHU",0,0
2020-01-27,"Niger","NER","JHU",0,0
2020-01-27,"Nigeria","NGA","JHU",0,0
2020-01-27,"Norway","NOR","JHU",0,0
2020-01-27,"Oman","OMN","JHU",0,0
2020-01-27,"Pakistan","PAK","JHU",0,0
2020-01-27,"Palestinian Territories","PSE","JHU",0,0
2020-01-27,"Panama","PAN","JHU",0,0
2020-01-27,"Papua New Guinea","PNG","JHU",0,0
2020-01-27,"Paraguay","PRY","JHU",0,0
2020-01-27,"Peru","PER","JHU",0,0
2020-01-27,"Philippines","PHL","JHU",0,0
2020-01-27,"Poland","POL","JHU",0,0
2020-01-27,"Portugal","PRT","JHU",0,0
2020-01-27,"Qatar","QAT","JHU",0,0
2020-01-27,"Romania","ROU","JHU",0,0
2020-01-27,"Russia","RUS","JHU",0,0
2020-01-27,"Rwanda","RWA","JHU",0,0
2020-01-27,"San Marino","SMR","JHU",0,0
2020-01-27,"São Tomé & Príncipe","STP","JHU",0,0
2020-01-27,"Saudi Arabia","SAU","JHU",0,0
2020-01-27,"Senegal","SEN","JHU",0,0
2020-01-27,"Serbia","SRB","JHU",0,0
2020-01-27,"Seychelles","SYC","JHU",0,0
2020-01-27,"Sierra Leone","SLE","JHU",0,0
2020-01-27,"Singapore","SGP","JHU",0,0
2020-01-27,"Slovakia","SVK","JHU",0,0
2020-01-27,"Slovenia","SVN","JHU",0,0
2020-01-27,"Somalia","SOM","JHU",0,0
2020-01-27,"South Africa","ZAF","JHU",0,0
2020-01-27,"South Korea","KOR","JHU",0,0
2020-01-27,"South Sudan","SSD","JHU",0,0
2020-01-27,"Spain","ESP","JHU",0,0
2020-01-27,"Sri Lanka","LKA","JHU",0,0
2020-01-27,"St. Kitts & Nevis","KNA","JHU",0,0
2020-01-27,"St. Lucia","LCA","JHU",0,0
2020-01-27,"St. Vincent & Grenadines","VCT","JHU",0,0
2020-01-27,"Sudan","SDN","JHU",0,0
2020-01-27,"Suriname","SUR","JHU",0,0
2020-01-27,"Swaziland","SWZ","JHU",0,0
2020-01-27,"Sweden","SWE","JHU",0,0
2020-01-27,"Switzerland","CHE","JHU",0,0
2020-01-27,"Syria","SYR","JHU",0,0
2020-01-27,"Taiwan","TWN","JHU",0,0
2020-01-27,"Tajikistan","TJK","JHU",0,0
2020-01-27,"Tanzania","TZA","JHU",0,0
2020-01-27,"Thailand","THA","JHU",0,0
2020-01-27,"Timor-Leste","TLS","JHU",0,0
2020-01-27,"Togo","TGO","JHU",0,0
2020-01-27,"Trinidad & Tobago","TTO","JHU",0,0
2020-01-27,"Tunisia","TUN","JHU",0,0
2020-01-27,"Turkey","TUR","JHU",0,0
2020-01-27,"Uganda","UGA","JHU",0,0
2020-01-27,"Ukraine","UKR","JHU",0,0
2020-01-27,"United Arab Emirates","ARE","JHU",0,0
2020-01-27,"United Kingdom","GBR","JHU",0,0
2020-01-27,"United States","USA","JHU",0,0
2020-01-27,"Uruguay","URY","JHU",0,0
2020-01-27,"Uzbekistan","UZB","JHU",0,0
2020-01-27,"Vatican City","VAT","JHU",0,0
2020-01-27,"Venezuela","VEN","JHU",0,0
2020-01-27,"Vietnam","VNM","JHU",0,0
2020-01-27,"Western Sahara","ESH","JHU",0,0
2020-01-27,"Yemen","YEM","JHU",0,0
2020-01-27,"Zambia","ZMB","JHU",0,0
2020-01-27,"Zimbabwe","ZWE","JHU",0,0
2020-01-28,"Afghanistan","AFG","JHU",0,0
2020-01-28,"Albania","ALB","JHU",0,0
2020-01-28,"Algeria","DZA","JHU",0,0
2020-01-28,"Andorra","AND","JHU",0,0
2020-01-28,"Angola","AGO","JHU",0,0
2020-01-28,"Antigua & Barbuda","ATG","JHU",0,0
2020-01-28,"Argentina","ARG","JHU",0,0
2020-01-28,"Armenia","ARM","JHU",0,0
2020-01-28,"Australia","AUS","JHU",0,0
2020-01-28,"Austria","AUT","JHU",0,0
2020-01-28,"Azerbaijan","AZE","JHU",0,0
2020-01-28,"Bahamas","BHS","JHU",0,0
2020-01-28,"Bahrain","BHR","JHU",0,0
2020-01-28,"Bangladesh","BGD","JHU",0,0
2020-01-28,"Barbados","BRB","JHU",0,0
2020-01-28,"Belarus","BLR","JHU",0,0
2020-01-28,"Belgium","BEL","JHU",0,0
2020-01-28,"Belize","BLZ","JHU",0,0
2020-01-28,"Benin","BEN","JHU",0,0
2020-01-28,"Bhutan","BTN","JHU",0,0
2020-01-28,"Bolivia","BOL","JHU",0,0
2020-01-28,"Bosnia & Herzegovina","BIH","JHU",0,0
2020-01-28,"Botswana","BWA","JHU",0,0
2020-01-28,"Brazil","BRA","JHU",0,0
2020-01-28,"Brunei","BRN","JHU",0,0
2020-01-28,"Bulgaria","BGR","JHU",0,0
2020-01-28,"Burkina Faso","BFA","JHU",0,0
2020-01-28,"Burundi","BDI","JHU",0,0
2020-01-28,"Cambodia","KHM","JHU",0,0
2020-01-28,"Cameroon","CMR","JHU",0,0
2020-01-28,"Canada","CAN","JHU",0,0
2020-01-28,"Cape Verde","CPV","JHU",0,0
2020-01-28,"Central African Republic","CAF","JHU",0,0
2020-01-28,"Chad","TCD","JHU",0,0
2020-01-28,"Chile","CHL","JHU",0,0
2020-01-28,"China","CHN","JHU",131,49
2020-01-28,"Colombia","COL","JHU",0,0
2020-01-28,"Comoros","COM","JHU",0,0
2020-01-28,"Congo - Brazzaville","COG","JHU",0,0
2020-01-28,"Congo - Kinshasa","COD","JHU",0,0
2020-01-28,"Costa Rica","CRI","JHU",0,0
2020-01-28,"Côte d’Ivoire","CIV","JHU",0,0
2020-01-28,"Croatia","HRV","JHU",0,0
2020-01-28,"Cuba","CUB","JHU",0,0
2020-01-28,"Cyprus","CYP","JHU",0,0
2020-01-28,"Czechia","CZE","JHU",0,0
2020-01-28,"Denmark","DNK","JHU",0,0
2020-01-28,"Diamond Princess","Diamond Princess","JHU",0,0
2020-01-28,"Djibouti","DJI","JHU",0,0
2020-01-28,"Dominica","DMA","JHU",0,0
2020-01-28,"Dominican Republic","DOM","JHU",0,0
2020-01-28,"Ecuador","ECU","JHU",0,0
2020-01-28,"Egypt","EGY","JHU",0,0
2020-01-28,"El Salvador","SLV","JHU",0,0
2020-01-28,"Equatorial Guinea","GNQ","JHU",0,0
2020-01-28,"Eritrea","ERI","JHU",0,0
2020-01-28,"Estonia","EST","JHU",0,0
2020-01-28,"Ethiopia","ETH","JHU",0,0
2020-01-28,"Fiji","FJI","JHU",0,0
2020-01-28,"Finland","FIN","JHU",0,0
2020-01-28,"France","FRA","JHU",0,0
2020-01-28,"Gabon","GAB","JHU",0,0
2020-01-28,"Gambia","GMB","JHU",0,0
2020-01-28,"Georgia","GEO","JHU",0,0
2020-01-28,"Germany","DEU","JHU",0,0
2020-01-28,"Ghana","GHA","JHU",0,0
2020-01-28,"Greece","GRC","JHU",0,0
2020-01-28,"Grenada","GRD","JHU",0,0
2020-01-28,"Guatemala","GTM","JHU",0,0
2020-01-28,"Guinea","GIN","JHU",0,0
2020-01-28,"Guinea-Bissau","GNB","JHU",0,0
2020-01-28,"Guyana","GUY","JHU",0,0
2020-01-28,"Haiti","HTI","JHU",0,0
2020-01-28,"Honduras","HND","JHU",0,0
2020-01-28,"Hungary","HUN","JHU",0,0
2020-01-28,"Iceland","ISL","JHU",0,0
2020-01-28,"India","IND","JHU",0,0
2020-01-28,"Indonesia","IDN","JHU",0,0
2020-01-28,"Iran","IRN","JHU",0,0
2020-01-28,"Iraq","IRQ","JHU",0,0
2020-01-28,"Ireland","IRL","JHU",0,0
2020-01-28,"Israel","ISR","JHU",0,0
2020-01-28,"Italy","ITA","JHU",0,0
2020-01-28,"Jamaica","JAM","JHU",0,0
2020-01-28,"Japan","JPN","JHU",0,0
2020-01-28,"Jordan","JOR","JHU",0,0
2020-01-28,"Kazakhstan","KAZ","JHU",0,0
2020-01-28,"Kenya","KEN","JHU",0,0
2020-01-28,"Kosovo","KSV","JHU",0,0
2020-01-28,"Kuwait","KWT","JHU",0,0
2020-01-28,"Kyrgyzstan","KGZ","JHU",0,0
2020-01-28,"Laos","LAO","JHU",0,0
2020-01-28,"Latvia","LVA","JHU",0,0
2020-01-28,"Lebanon","LBN","JHU",0,0
2020-01-28,"Lesotho","LSO","JHU",0,0
2020-01-28,"Liberia","LBR","JHU",0,0
2020-01-28,"Libya","LBY","JHU",0,0
2020-01-28,"Liechtenstein","LIE","JHU",0,0
2020-01-28,"Lithuania","LTU","JHU",0,0
2020-01-28,"Luxembourg","LUX","JHU",0,0
2020-01-28,"Macedonia","MKD","JHU",0,0
2020-01-28,"Madagascar","MDG","JHU",0,0
2020-01-28,"Malawi","MWI","JHU",0,0
2020-01-28,"Malaysia","MYS","JHU",0,0
2020-01-28,"Maldives","MDV","JHU",0,0
2020-01-28,"Mali","MLI","JHU",0,0
2020-01-28,"Malta","MLT","JHU",0,0
2020-01-28,"Mauritania","MRT","JHU",0,0
2020-01-28,"Mauritius","MUS","JHU",0,0
2020-01-28,"Mexico","MEX","JHU",0,0
2020-01-28,"Moldova","MDA","JHU",0,0
2020-01-28,"Monaco","MCO","JHU",0,0
2020-01-28,"Mongolia","MNG","JHU",0,0
2020-01-28,"Montenegro","MNE","JHU",0,0
2020-01-28,"Morocco","MAR","JHU",0,0
2020-01-28,"Mozambique","MOZ","JHU",0,0
2020-01-28,"MS Zaandam","MS Zaandam","JHU",0,0
2020-01-28,"Myanmar (Burma)","MMR","JHU",0,0
2020-01-28,"Namibia","NAM","JHU",0,0
2020-01-28,"Nepal","NPL","JHU",0,0
2020-01-28,"Netherlands","NLD","JHU",0,0
2020-01-28,"New Zealand","NZL","JHU",0,0
2020-01-28,"Nicaragua","NIC","JHU",0,0
2020-01-28,"Niger","NER","JHU",0,0
2020-01-28,"Nigeria","NGA","JHU",0,0
2020-01-28,"Norway","NOR","JHU",0,0
2020-01-28,"Oman","OMN","JHU",0,0
2020-01-28,"Pakistan","PAK","JHU",0,0
2020-01-28,"Palestinian Territories","PSE","JHU",0,0
2020-01-28,"Panama","PAN","JHU",0,0
2020-01-28,"Papua New Guinea","PNG","JHU",0,0
2020-01-28,"Paraguay","PRY","JHU",0,0
2020-01-28,"Peru","PER","JHU",0,0
2020-01-28,"Philippines","PHL","JHU",0,0
2020-01-28,"Poland","POL","JHU",0,0
