"date","location_long","location_short","gt_source","cum.death","inc.death"
2020-04-19,"Connecticut","CT","NYT",1127,41
2020-04-19,"Delaware","DE","NYT",67,0
2020-04-19,"District of Columbia","DC","NYT",96,5
2020-04-19,"Florida","FL","NYT",773,26
2020-04-19,"Georgia","GA","NYT",682,12
2020-04-19,"Guam","GUM","NYT",6,0
2020-04-19,"Hawaii","HI","NYT",10,1
2020-04-19,"Idaho","ID","NYT",45,1
2020-04-19,"Illinois","IL","NYT",1302,30
2020-04-19,"Indiana","IN","NYT",562,17
2020-04-19,"Iowa","IA","NYT",75,1
2020-04-19,"Kansas","KS","NYT",94,8
2020-04-19,"Kentucky","KY","NYT",149,4
2020-04-19,"Louisiana","LA","NYT",1296,29
2020-04-19,"Maine","ME","NYT",34,2
2020-04-19,"Maryland","MD","NYT",548,14
2020-04-19,"Massachusetts","MA","NYT",1706,146
2020-04-19,"Michigan","MI","NYT",2389,82
2020-04-19,"Minnesota","MN","NYT",134,13
2020-04-19,"Mississippi","MS","NYT",159,7
2020-04-19,"Missouri","MO","NYT",196,2
2020-04-19,"Montana","MT","NYT",10,0
2020-04-19,"Nebraska","NE","NYT",28,0
2020-04-19,"Nevada","NV","NYT",158,3
2020-04-19,"New Hampshire","NH","NYT",41,3
2020-04-19,"New Jersey","NJ","NYT",4202,132
2020-04-19,"New Mexico","NM","NYT",55,2
2020-04-19,"New York","NY","NYT",17793,652
2020-04-19,"North Carolina","NC","NYT",183,8
2020-04-19,"North Dakota","ND","NYT",10,1
2020-04-19,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-19,"Ohio","OH","NYT",471,20
2020-04-19,"Oklahoma","OK","NYT",140,1
2020-04-19,"Oregon","OR","NYT",74,2
2020-04-19,"Pennsylvania","PA","NYT",1285,135
2020-04-19,"Puerto Rico","PRI","NYT",41,-19
2020-04-19,"Rhode Island","RI","NYT",150,13
2020-04-19,"South Carolina","SC","NYT",120,1
2020-04-19,"South Dakota","SD","NYT",7,0
2020-04-19,"Tennessee","TN","NYT",151,3
2020-04-19,"Texas","TX","NYT",503,16
2020-04-19,"Utah","UT","NYT",27,2
2020-04-19,"Vermont","VT","NYT",36,0
2020-04-19,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-19,"Virginia","VA","NYT",277,19
2020-04-19,"Washington","WA","NYT",637,8
2020-04-19,"West Virginia","WV","NYT",20,2
2020-04-19,"Wisconsin","WI","NYT",222,10
2020-04-19,"Wyoming","WY","NYT",2,0
2020-04-20,"Alabama","AL","NYT",164,4
2020-04-20,"Alaska","AK","NYT",7,0
2020-04-20,"Arizona","AZ","NYT",191,3
2020-04-20,"Arkansas","AR","NYT",42,3
2020-04-20,"California","CA","NYT",1223,47
2020-04-20,"Colorado","CO","NYT",448,27
2020-04-20,"Connecticut","CT","NYT",1331,204
2020-04-20,"Delaware","DE","NYT",72,5
2020-04-20,"District of Columbia","DC","NYT",105,9
2020-04-20,"Florida","FL","NYT",822,49
2020-04-20,"Georgia","GA","NYT",767,85
2020-04-20,"Guam","GUM","NYT",6,0
2020-04-20,"Hawaii","HI","NYT",10,0
2020-04-20,"Idaho","ID","NYT",48,3
2020-04-20,"Illinois","IL","NYT",1359,57
2020-04-20,"Indiana","IN","NYT",569,7
2020-04-20,"Iowa","IA","NYT",79,4
2020-04-20,"Kansas","KS","NYT",101,7
2020-04-20,"Kentucky","KY","NYT",155,6
2020-04-20,"Louisiana","LA","NYT",1328,32
2020-04-20,"Maine","ME","NYT",35,1
2020-04-20,"Maryland","MD","NYT",582,34
2020-04-20,"Massachusetts","MA","NYT",1809,103
2020-04-20,"Michigan","MI","NYT",2466,77
2020-04-20,"Minnesota","MN","NYT",143,9
2020-04-20,"Mississippi","MS","NYT",169,10
2020-04-20,"Missouri","MO","NYT",201,5
2020-04-20,"Montana","MT","NYT",12,2
2020-04-20,"Nebraska","NE","NYT",33,5
2020-04-20,"Nevada","NV","NYT",163,5
2020-04-20,"New Hampshire","NH","NYT",42,1
2020-04-20,"New Jersey","NJ","NYT",4377,175
2020-04-20,"New Mexico","NM","NYT",58,3
2020-04-20,"New York","NY","NYT",18412,619
2020-04-20,"North Carolina","NC","NYT",187,4
2020-04-20,"North Dakota","ND","NYT",13,3
2020-04-20,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-20,"Ohio","OH","NYT",509,38
2020-04-20,"Oklahoma","OK","NYT",143,3
2020-04-20,"Oregon","OR","NYT",75,1
2020-04-20,"Pennsylvania","PA","NYT",1366,81
2020-04-20,"Puerto Rico","PRI","NYT",42,1
2020-04-20,"Rhode Island","RI","NYT",155,5
2020-04-20,"South Carolina","SC","NYT",124,4
2020-04-20,"South Dakota","SD","NYT",7,0
2020-04-20,"Tennessee","TN","NYT",156,5
2020-04-20,"Texas","TX","NYT",523,20
2020-04-20,"Utah","UT","NYT",28,1
2020-04-20,"Vermont","VT","NYT",37,1
2020-04-20,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-20,"Virginia","VA","NYT",300,23
2020-04-20,"Washington","WA","NYT",661,24
2020-04-20,"West Virginia","WV","NYT",26,6
2020-04-20,"Wisconsin","WI","NYT",231,9
2020-04-20,"Wyoming","WY","NYT",2,0
2020-04-21,"Alabama","AL","NYT",186,22
2020-04-21,"Alaska","AK","NYT",7,0
2020-04-21,"Arizona","AZ","NYT",213,22
2020-04-21,"Arkansas","AR","NYT",43,1
2020-04-21,"California","CA","NYT",1316,93
2020-04-21,"Colorado","CO","NYT",484,36
2020-04-21,"Connecticut","CT","NYT",1423,92
2020-04-21,"Delaware","DE","NYT",82,10
2020-04-21,"District of Columbia","DC","NYT",112,7
2020-04-21,"Florida","FL","NYT",866,44
2020-04-21,"Georgia","GA","NYT",810,43
2020-04-21,"Guam","GUM","NYT",6,0
2020-04-21,"Hawaii","HI","NYT",12,2
2020-04-21,"Idaho","ID","NYT",51,3
2020-04-21,"Illinois","IL","NYT",1479,120
2020-04-21,"Indiana","IN","NYT",630,61
2020-04-21,"Iowa","IA","NYT",83,4
2020-04-21,"Kansas","KS","NYT",107,6
2020-04-21,"Kentucky","KY","NYT",172,17
2020-04-21,"Louisiana","LA","NYT",1405,77
2020-04-21,"Maine","ME","NYT",36,1
2020-04-21,"Maryland","MD","NYT",652,70
2020-04-21,"Massachusetts","MA","NYT",1961,152
2020-04-21,"Michigan","MI","NYT",2698,232
2020-04-21,"Minnesota","MN","NYT",160,17
2020-04-21,"Mississippi","MS","NYT",183,14
2020-04-21,"Missouri","MO","NYT",221,20
2020-04-21,"Montana","MT","NYT",12,0
2020-04-21,"Nebraska","NE","NYT",38,5
2020-04-21,"Nevada","NV","NYT",163,0
2020-04-21,"New Hampshire","NH","NYT",42,0
2020-04-21,"New Jersey","NJ","NYT",4753,376
2020-04-21,"New Mexico","NM","NYT",65,7
2020-04-21,"New York","NY","NYT",19040,628
2020-04-21,"North Carolina","NC","NYT",217,30
2020-04-21,"North Dakota","ND","NYT",13,0
2020-04-21,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-21,"Ohio","OH","NYT",557,48
2020-04-21,"Oklahoma","OK","NYT",164,21
2020-04-21,"Oregon","OR","NYT",78,3
2020-04-21,"Pennsylvania","PA","NYT",1620,254
2020-04-21,"Puerto Rico","PRI","NYT",43,1
2020-04-21,"Rhode Island","RI","NYT",171,16
2020-04-21,"South Carolina","SC","NYT",135,11
2020-04-21,"South Dakota","SD","NYT",8,1
2020-04-21,"Tennessee","TN","NYT",159,3
2020-04-21,"Texas","TX","NYT",552,29
2020-04-21,"Utah","UT","NYT",32,4
2020-04-21,"Vermont","VT","NYT",39,2
2020-04-21,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-21,"Virginia","VA","NYT",325,25
2020-04-21,"Washington","WA","NYT",683,22
2020-04-21,"West Virginia","WV","NYT",26,0
2020-04-21,"Wisconsin","WI","NYT",243,12
2020-04-21,"Wyoming","WY","NYT",6,4
2020-04-22,"Alabama","AL","NYT",201,15
2020-04-22,"Alaska","AK","NYT",7,0
2020-04-22,"Arizona","AZ","NYT",236,23
2020-04-22,"Arkansas","AR","NYT",44,1
2020-04-22,"California","CA","NYT",1425,109
2020-04-22,"Colorado","CO","NYT",526,42
2020-04-22,"Connecticut","CT","NYT",1544,121
2020-04-22,"Delaware","DE","NYT",89,7
2020-04-22,"District of Columbia","DC","NYT",127,15
2020-04-22,"Florida","FL","NYT",926,60
2020-04-22,"Georgia","GA","NYT",837,27
2020-04-22,"Guam","GUM","NYT",6,0
2020-04-22,"Hawaii","HI","NYT",12,0
2020-04-22,"Idaho","ID","NYT",54,3
2020-04-22,"Illinois","IL","NYT",1577,98
2020-04-22,"Indiana","IN","NYT",661,31
2020-04-22,"Iowa","IA","NYT",90,7
2020-04-22,"Kansas","KS","NYT",111,4
2020-04-22,"Kentucky","KY","NYT",185,13
2020-04-22,"Louisiana","LA","NYT",1473,68
2020-04-22,"Maine","ME","NYT",39,3
2020-04-22,"Maryland","MD","NYT",698,46
2020-04-22,"Massachusetts","MA","NYT",2182,221
2020-04-22,"Michigan","MI","NYT",2812,114
2020-04-22,"Minnesota","MN","NYT",179,19
2020-04-22,"Mississippi","MS","NYT",193,10
2020-04-22,"Missouri","MO","NYT",236,15
2020-04-22,"Montana","MT","NYT",14,2
2020-04-22,"Nebraska","NE","NYT",43,5
2020-04-22,"Nevada","NV","NYT",187,24
2020-04-22,"New Hampshire","NH","NYT",48,6
2020-04-22,"New Jersey","NJ","NYT",5063,310
2020-04-22,"New Mexico","NM","NYT",71,6
2020-04-22,"New York","NY","NYT",19647,607
2020-04-22,"North Carolina","NC","NYT",242,25
2020-04-22,"North Dakota","ND","NYT",14,1
2020-04-22,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-22,"Ohio","OH","NYT",610,53
2020-04-22,"Oklahoma","OK","NYT",169,5
2020-04-22,"Oregon","OR","NYT",78,0
2020-04-22,"Pennsylvania","PA","NYT",1720,100
2020-04-22,"Puerto Rico","PRI","NYT",46,3
2020-04-22,"Rhode Island","RI","NYT",181,10
2020-04-22,"South Carolina","SC","NYT",140,5
2020-04-22,"South Dakota","SD","NYT",9,1
2020-04-22,"Tennessee","TN","NYT",169,10
2020-04-22,"Texas","TX","NYT",571,19
2020-04-22,"Utah","UT","NYT",34,2
2020-04-22,"Vermont","VT","NYT",39,0
2020-04-22,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-22,"Virginia","VA","NYT",349,24
2020-04-22,"Washington","WA","NYT",696,13
2020-04-22,"West Virginia","WV","NYT",29,3
2020-04-22,"Wisconsin","WI","NYT",247,4
2020-04-22,"Wyoming","WY","NYT",6,0
2020-04-23,"Alabama","AL","NYT",197,-4
2020-04-23,"Alaska","AK","NYT",7,0
2020-04-23,"Arizona","AZ","NYT",257,21
2020-04-23,"Arkansas","AR","NYT",45,1
2020-04-23,"California","CA","NYT",1548,123
2020-04-23,"Colorado","CO","NYT",557,31
2020-04-23,"Connecticut","CT","NYT",1639,95
2020-04-23,"Delaware","DE","NYT",92,3
2020-04-23,"District of Columbia","DC","NYT",139,12
2020-04-23,"Florida","FL","NYT",986,60
2020-04-23,"Georgia","GA","NYT",871,34
2020-04-23,"Guam","GUM","NYT",6,0
2020-04-23,"Hawaii","HI","NYT",12,0
2020-04-23,"Idaho","ID","NYT",54,0
2020-04-23,"Illinois","IL","NYT",1696,119
2020-04-23,"Indiana","IN","NYT",706,45
2020-04-23,"Iowa","IA","NYT",96,6
2020-04-23,"Kansas","KS","NYT",112,1
2020-04-23,"Kentucky","KY","NYT",194,9
2020-04-23,"Louisiana","LA","NYT",1540,67
2020-04-23,"Maine","ME","NYT",44,5
2020-04-23,"Maryland","MD","NYT",748,50
2020-04-23,"Massachusetts","MA","NYT",2360,178
2020-04-23,"Michigan","MI","NYT",2977,165
2020-04-23,"Minnesota","MN","NYT",200,21
2020-04-23,"Mississippi","MS","NYT",201,8
2020-04-23,"Missouri","MO","NYT",248,12
2020-04-23,"Montana","MT","NYT",14,0
2020-04-23,"Nebraska","NE","NYT",47,4
2020-04-23,"Nevada","NV","NYT",195,8
2020-04-23,"New Hampshire","NH","NYT",51,3
2020-04-23,"New Jersey","NJ","NYT",5368,305
2020-04-23,"New Mexico","NM","NYT",78,7
2020-04-23,"New York","NY","NYT",20212,565
2020-04-23,"North Carolina","NC","NYT",253,11
2020-04-23,"North Dakota","ND","NYT",15,1
2020-04-23,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-23,"Ohio","OH","NYT",656,46
2020-04-23,"Oklahoma","OK","NYT",179,10
2020-04-23,"Oregon","OR","NYT",83,5
2020-04-23,"Pennsylvania","PA","NYT",1723,3
2020-04-23,"Puerto Rico","PRI","NYT",69,23
2020-04-23,"Rhode Island","RI","NYT",189,8
2020-04-23,"South Carolina","SC","NYT",150,10
2020-04-23,"South Dakota","SD","NYT",9,0
2020-04-23,"Tennessee","TN","NYT",172,3
2020-04-23,"Texas","TX","NYT",601,30
2020-04-23,"Utah","UT","NYT",35,1
2020-04-23,"Vermont","VT","NYT",42,3
2020-04-23,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-23,"Virginia","VA","NYT",375,26
2020-04-23,"Washington","WA","NYT",717,21
2020-04-23,"West Virginia","WV","NYT",31,2
2020-04-23,"Wisconsin","WI","NYT",257,10
2020-04-23,"Wyoming","WY","NYT",7,1
2020-04-24,"Alabama","AL","NYT",209,12
2020-04-24,"Alaska","AK","NYT",7,0
2020-04-24,"Arizona","AZ","NYT",268,11
2020-04-24,"Arkansas","AR","NYT",47,2
2020-04-24,"California","CA","NYT",1619,71
2020-04-24,"Colorado","CO","NYT",672,115
2020-04-24,"Connecticut","CT","NYT",1764,125
2020-04-24,"Delaware","DE","NYT",100,8
2020-04-24,"District of Columbia","DC","NYT",153,14
2020-04-24,"Florida","FL","NYT",1045,59
2020-04-24,"Georgia","GA","NYT",889,18
2020-04-24,"Guam","GUM","NYT",6,0
2020-04-24,"Hawaii","HI","NYT",13,1
2020-04-24,"Idaho","ID","NYT",54,0
2020-04-24,"Illinois","IL","NYT",1804,108
2020-04-24,"Indiana","IN","NYT",741,35
2020-04-24,"Iowa","IA","NYT",107,11
2020-04-24,"Kansas","KS","NYT",117,5
2020-04-24,"Kentucky","KY","NYT",203,9
2020-04-24,"Louisiana","LA","NYT",1601,61
2020-04-24,"Maine","ME","NYT",47,3
2020-04-24,"Maryland","MD","NYT",798,50
2020-04-24,"Massachusetts","MA","NYT",2556,196
2020-04-24,"Michigan","MI","NYT",3084,107
2020-04-24,"Minnesota","MN","NYT",221,21
2020-04-24,"Mississippi","MS","NYT",209,8
2020-04-24,"Missouri","MO","NYT",267,19
2020-04-24,"Montana","MT","NYT",14,0
2020-04-24,"Nebraska","NE","NYT",51,4
2020-04-24,"Nevada","NV","NYT",203,8
2020-04-24,"New Hampshire","NH","NYT",53,2
2020-04-24,"New Jersey","NJ","NYT",5617,249
2020-04-24,"New Mexico","NM","NYT",84,6
2020-04-24,"New York","NY","NYT",20759,547
2020-04-24,"North Carolina","NC","NYT",270,17
2020-04-24,"North Dakota","ND","NYT",15,0
2020-04-24,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-24,"Ohio","OH","NYT",690,34
2020-04-24,"Oklahoma","OK","NYT",188,9
2020-04-24,"Oregon","OR","NYT",86,3
2020-04-24,"Pennsylvania","PA","NYT",1786,63
2020-04-24,"Puerto Rico","PRI","NYT",77,8
2020-04-24,"Rhode Island","RI","NYT",202,13
2020-04-24,"South Carolina","SC","NYT",157,7
2020-04-24,"South Dakota","SD","NYT",10,1
2020-04-24,"Tennessee","TN","NYT",172,0
2020-04-24,"Texas","TX","NYT",625,24
2020-04-24,"Utah","UT","NYT",39,4
2020-04-24,"Vermont","VT","NYT",43,1
2020-04-24,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-24,"Virginia","VA","NYT",413,38
2020-04-24,"Washington","WA","NYT",731,14
2020-04-24,"West Virginia","WV","NYT",32,1
2020-04-24,"Wisconsin","WI","NYT",262,5
2020-04-24,"Wyoming","WY","NYT",7,0
2020-04-25,"Alabama","AL","NYT",213,4
2020-04-25,"Alaska","AK","NYT",7,0
2020-04-25,"Arizona","AZ","NYT",275,7
2020-04-25,"Arkansas","AR","NYT",48,1
2020-04-25,"California","CA","NYT",1692,73
2020-04-25,"Colorado","CO","NYT",670,-2
2020-04-25,"Connecticut","CT","NYT",1862,98
2020-04-25,"Delaware","DE","NYT",112,12
2020-04-25,"District of Columbia","DC","NYT",165,12
2020-04-25,"Florida","FL","NYT",1054,9
2020-04-25,"Georgia","GA","NYT",897,8
2020-04-25,"Guam","GUM","NYT",6,0
2020-04-25,"Hawaii","HI","NYT",14,1
2020-04-25,"Idaho","ID","NYT",56,2
2020-04-25,"Illinois","IL","NYT",1884,80
2020-04-25,"Indiana","IN","NYT",785,44
2020-04-25,"Iowa","IA","NYT",112,5
2020-04-25,"Kansas","KS","NYT",119,2
2020-04-25,"Kentucky","KY","NYT",208,5
2020-04-25,"Louisiana","LA","NYT",1644,43
2020-04-25,"Maine","ME","NYT",50,3
2020-04-25,"Maryland","MD","NYT",875,77
2020-04-25,"Massachusetts","MA","NYT",2730,174
2020-04-25,"Michigan","MI","NYT",3273,189
2020-04-25,"Minnesota","MN","NYT",244,23
2020-04-25,"Mississippi","MS","NYT",221,12
2020-04-25,"Missouri","MO","NYT",280,13
2020-04-25,"Montana","MT","NYT",14,0
2020-04-25,"Nebraska","NE","NYT",53,2
2020-04-25,"Nevada","NV","NYT",206,3
2020-04-25,"New Hampshire","NH","NYT",60,7
2020-04-25,"New Jersey","NJ","NYT",5863,246
2020-04-25,"New Mexico","NM","NYT",93,9
2020-04-25,"New York","NY","NYT",21326,567
2020-04-25,"North Carolina","NC","NYT",300,30
2020-04-25,"North Dakota","ND","NYT",16,1
2020-04-25,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-25,"Ohio","OH","NYT",711,21
2020-04-25,"Oklahoma","OK","NYT",194,6
2020-04-25,"Oregon","OR","NYT",87,1
2020-04-25,"Pennsylvania","PA","NYT",1842,56
2020-04-25,"Puerto Rico","PRI","NYT",83,6
2020-04-25,"Rhode Island","RI","NYT",215,13
2020-04-25,"South Carolina","SC","NYT",166,9
2020-04-25,"South Dakota","SD","NYT",10,0
2020-04-25,"Tennessee","TN","NYT",179,7
2020-04-25,"Texas","TX","NYT",662,37
2020-04-25,"Utah","UT","NYT",41,2
2020-04-25,"Vermont","VT","NYT",45,2
2020-04-25,"U.S. Virgin Islands","VIR","NYT",3,0
2020-04-25,"Virginia","VA","NYT",436,23
2020-04-25,"Washington","WA","NYT",743,12
2020-04-25,"West Virginia","WV","NYT",33,1
2020-04-25,"Wisconsin","WI","NYT",266,4
2020-04-25,"Wyoming","WY","NYT",7,0
2020-04-26,"Alabama","AL","NYT",219,6
2020-04-26,"Alaska","AK","NYT",7,0
2020-04-26,"Arizona","AZ","NYT",277,2
2020-04-26,"Arkansas","AR","NYT",50,2
2020-04-26,"California","CA","NYT",1716,24
2020-04-26,"Colorado","CO","NYT",678,8
2020-04-26,"Connecticut","CT","NYT",1925,63
2020-04-26,"Delaware","DE","NYT",120,8
2020-04-26,"District of Columbia","DC","NYT",178,13
2020-04-26,"Florida","FL","NYT",1073,19
2020-04-26,"Georgia","GA","NYT",907,10
2020-04-26,"Guam","GUM","NYT",6,0
2020-04-26,"Hawaii","HI","NYT",14,0
2020-04-26,"Idaho","ID","NYT",56,0
2020-04-26,"Illinois","IL","NYT",1943,59
2020-04-26,"Indiana","IN","NYT",813,28
2020-04-26,"Iowa","IA","NYT",118,6
2020-04-26,"Kansas","KS","NYT",120,1
2020-04-26,"Kentucky","KY","NYT",211,3
2020-04-26,"Louisiana","LA","NYT",1670,26
2020-04-26,"Maine","ME","NYT",50,0
2020-04-26,"Maryland","MD","NYT",910,35
2020-04-26,"Massachusetts","MA","NYT",2899,169
2020-04-26,"Michigan","MI","NYT",3314,41
2020-04-26,"Minnesota","MN","NYT",272,28
2020-04-26,"Mississippi","MS","NYT",227,6
2020-04-26,"Missouri","MO","NYT",282,2
2020-04-26,"Montana","MT","NYT",14,0
2020-04-26,"Nebraska","NE","NYT",55,2
2020-04-26,"Nevada","NV","NYT",206,0
2020-04-26,"New Hampshire","NH","NYT",60,0
2020-04-26,"New Jersey","NJ","NYT",5938,75
2020-04-26,"New Mexico","NM","NYT",99,6
2020-04-26,"New York","NY","NYT",21804,478
2020-04-26,"North Carolina","NC","NYT",309,9
2020-04-26,"North Dakota","ND","NYT",17,1
2020-04-26,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-26,"Ohio","OH","NYT",728,17
2020-04-26,"Oklahoma","OK","NYT",195,1
2020-04-26,"Oregon","OR","NYT",91,4
2020-04-26,"Pennsylvania","PA","NYT",1871,29
2020-04-26,"Puerto Rico","PRI","NYT",84,1
2020-04-26,"Rhode Island","RI","NYT",226,11
2020-04-26,"South Carolina","SC","NYT",174,8
2020-04-26,"South Dakota","SD","NYT",11,1
2020-04-26,"Tennessee","TN","NYT",182,3
2020-04-26,"Texas","TX","NYT",676,14
2020-04-26,"Utah","UT","NYT",41,0
2020-04-26,"Vermont","VT","NYT",45,0
2020-04-26,"U.S. Virgin Islands","VIR","NYT",4,1
2020-04-26,"Virginia","VA","NYT",448,12
2020-04-26,"Washington","WA","NYT",757,14
2020-04-26,"West Virginia","WV","NYT",34,1
2020-04-26,"Wisconsin","WI","NYT",274,8
2020-04-26,"Wyoming","WY","NYT",7,0
2020-04-27,"Alabama","AL","NYT",228,9
2020-04-27,"Alaska","AK","NYT",7,0
2020-04-27,"Arizona","AZ","NYT",277,0
2020-04-27,"Arkansas","AR","NYT",51,1
2020-04-27,"California","CA","NYT",1800,84
2020-04-27,"Colorado","CO","NYT",705,27
2020-04-27,"Connecticut","CT","NYT",2012,87
2020-04-27,"Delaware","DE","NYT",125,5
2020-04-27,"District of Columbia","DC","NYT",185,7
2020-04-27,"Florida","FL","NYT",1087,14
2020-04-27,"Georgia","GA","NYT",981,74
2020-04-27,"Guam","GUM","NYT",6,0
2020-04-27,"Hawaii","HI","NYT",16,2
2020-04-27,"Idaho","ID","NYT",58,2
2020-04-27,"Illinois","IL","NYT",1992,49
2020-04-27,"Indiana","IN","NYT",932,119
2020-04-27,"Iowa","IA","NYT",127,9
2020-04-27,"Kansas","KS","NYT",126,6
2020-04-27,"Kentucky","KY","NYT",216,5
2020-04-27,"Louisiana","LA","NYT",1697,27
2020-04-27,"Maine","ME","NYT",51,1
2020-04-27,"Maryland","MD","NYT",945,35
2020-04-27,"Massachusetts","MA","NYT",3003,104
2020-04-27,"Michigan","MI","NYT",3406,92
2020-04-27,"Minnesota","MN","NYT",286,14
2020-04-27,"Mississippi","MS","NYT",229,2
2020-04-27,"Missouri","MO","NYT",296,14
2020-04-27,"Montana","MT","NYT",14,0
2020-04-27,"Nebraska","NE","NYT",55,0
2020-04-27,"Nevada","NV","NYT",219,13
2020-04-27,"New Hampshire","NH","NYT",60,0
2020-04-27,"New Jersey","NJ","NYT",6044,106
2020-04-27,"New Mexico","NM","NYT",104,5
2020-04-27,"New York","NY","NYT",22267,463
2020-04-27,"North Carolina","NC","NYT",331,22
2020-04-27,"North Dakota","ND","NYT",19,2
2020-04-27,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-27,"Ohio","OH","NYT",753,25
2020-04-27,"Oklahoma","OK","NYT",197,2
2020-04-27,"Oregon","OR","NYT",92,1
2020-04-27,"Pennsylvania","PA","NYT",1946,75
2020-04-27,"Puerto Rico","PRI","NYT",84,0
2020-04-27,"Rhode Island","RI","NYT",233,7
2020-04-27,"South Carolina","SC","NYT",177,3
2020-04-27,"South Dakota","SD","NYT",11,0
2020-04-27,"Tennessee","TN","NYT",184,2
2020-04-27,"Texas","TX","NYT",699,23
2020-04-27,"Utah","UT","NYT",41,0
2020-04-27,"Vermont","VT","NYT",46,1
2020-04-27,"U.S. Virgin Islands","VIR","NYT",4,0
2020-04-27,"Virginia","VA","NYT",458,10
2020-04-27,"Washington","WA","NYT",771,14
2020-04-27,"West Virginia","WV","NYT",37,3
2020-04-27,"Wisconsin","WI","NYT",281,7
2020-04-27,"Wyoming","WY","NYT",7,0
2020-04-28,"Alabama","AL","NYT",242,14
2020-04-28,"Alaska","AK","NYT",7,0
2020-04-28,"Arizona","AZ","NYT",297,20
2020-04-28,"Arkansas","AR","NYT",57,6
2020-04-28,"California","CA","NYT",1884,84
2020-04-28,"Colorado","CO","NYT",734,29
2020-04-28,"Connecticut","CT","NYT",2089,77
2020-04-28,"Delaware","DE","NYT",137,12
2020-04-28,"District of Columbia","DC","NYT",190,5
2020-04-28,"Florida","FL","NYT",1170,83
2020-04-28,"Georgia","GA","NYT",1022,41
2020-04-28,"Guam","GUM","NYT",6,0
2020-04-28,"Hawaii","HI","NYT",16,0
2020-04-28,"Idaho","ID","NYT",60,2
2020-04-28,"Illinois","IL","NYT",2132,140
2020-04-28,"Indiana","IN","NYT",992,60
2020-04-28,"Iowa","IA","NYT",136,9
2020-04-28,"Kansas","KS","NYT",127,1
2020-04-28,"Kentucky","KY","NYT",231,15
2020-04-28,"Louisiana","LA","NYT",1758,61
2020-04-28,"Maine","ME","NYT",51,0
2020-04-28,"Maryland","MD","NYT",1016,71
2020-04-28,"Massachusetts","MA","NYT",3153,150
2020-04-28,"Michigan","MI","NYT",3566,160
2020-04-28,"Minnesota","MN","NYT",301,15
2020-04-28,"Mississippi","MS","NYT",239,10
2020-04-28,"Missouri","MO","NYT",324,28
2020-04-28,"Montana","MT","NYT",15,1
2020-04-28,"Nebraska","NE","NYT",57,2
2020-04-28,"Nevada","NV","NYT",225,6
2020-04-28,"New Hampshire","NH","NYT",60,0
2020-04-28,"New Jersey","NJ","NYT",6442,398
2020-04-28,"New Mexico","NM","NYT",110,6
2020-04-28,"New York","NY","NYT",22777,510
2020-04-28,"North Carolina","NC","NYT",353,22
2020-04-28,"North Dakota","ND","NYT",19,0
2020-04-28,"Northern Mariana Islands","MNP","NYT",2,0
2020-04-28,"Ohio","OH","NYT",799,46
2020-04-28,"Oklahoma","OK","NYT",207,10
2020-04-28,"Oregon","OR","NYT",99,7
2020-04-28,"Pennsylvania","PA","NYT",2092,146
2020-04-28,"Puerto Rico","PRI","NYT",86,2
2020-04-28,"Rhode Island","RI","NYT",239,6
2020-04-28,"South Carolina","SC","NYT",192,15
2020-04-28,"South Dakota","SD","NYT",11,0
2020-04-28,"Tennessee","TN","NYT",190,6
2020-04-28,"Texas","TX","NYT",738,39
2020-04-28,"Utah","UT","NYT",45,4
2020-04-28,"Vermont","VT","NYT",46,0
2020-04-28,"U.S. Virgin Islands","VIR","NYT",4,0
2020-04-28,"Virginia","VA","NYT",492,34
2020-04-28,"Washington","WA","NYT",792,21
2020-04-28,"West Virginia","WV","NYT",38,1
2020-04-28,"Wisconsin","WI","NYT",300,19
2020-04-28,"Wyoming","WY","NYT",7,0
2020-04-29,"Alabama","AL","NYT",262,20
2020-04-29,"Alaska","AK","NYT",7,0
2020-04-29,"Arizona","AZ","NYT",308,11
2020-04-29,"Arkansas","AR","NYT",59,2
2020-04-29,"California","CA","NYT",1961,77
2020-04-29,"Colorado","CO","NYT",764,30
2020-04-29,"Connecticut","CT","NYT",2168,79
2020-04-29,"Delaware","DE","NYT",144,7
2020-04-29,"District of Columbia","DC","NYT",205,15
2020-04-29,"Florida","FL","NYT",1216,46
2020-04-29,"Georgia","GA","NYT",1086,64
2020-04-29,"Guam","GUM","NYT",6,0
2020-04-29,"Hawaii","HI","NYT",16,0
2020-04-29,"Idaho","ID","NYT",60,0
2020-04-29,"Illinois","IL","NYT",2221,89
2020-04-29,"Indiana","IN","NYT",1065,73
