"target_end_date","forecast_date","lookahead","model_name","location_long","location_short","expected_value","lb_95pi","ub_95pi","gt_source"
2020-06-10,2020-05-03,38,"LANL","New York","NY",70.3496261486932,5.86772483539681,531.228236957163,"JHURD"
2020-06-11,2020-05-03,39,"LANL","New York","NY",69.9485330527467,5.72387546138847,525.888956438936,"JHURD"
2020-06-12,2020-05-03,40,"LANL","New York","NY",64.847340545217,5.39592934213694,518.890502746209,"JHURD"
2020-06-13,2020-05-03,41,"LANL","New York","NY",63.1066291894882,4.78917519369817,511.608216483117,"JHURD"
2020-06-14,2020-05-03,42,"LANL","New York","NY",58.6892886770163,4.54790946706093,504.022360206105,"JHURD"
2020-06-15,2020-05-03,43,"LANL","New York","NY",56.9936312208794,4.31197068167562,498.111018107827,"JHURD"
2020-06-16,2020-05-03,44,"LANL","New York","NY",54.186252591981,3.73540477029437,488.638676913771,"JHURD"
2020-06-17,2020-05-03,45,"LANL","New York","NY",51.9151141161651,3.70678693087921,473.49509840545,"JHURD"
2020-06-18,2020-05-03,46,"LANL","New York","NY",49.9713854168544,3.08454029437404,477.435215396456,"JHURD"
2020-06-19,2020-05-03,47,"LANL","New York","NY",47.7524455691771,2.74249749708219,444.189842542391,"JHURD"
2020-06-20,2020-05-03,48,"LANL","New York","NY",45.6955784826441,2.44254499008633,441.368618309193,"JHURD"
2020-05-07,2020-05-06,1,"LANL","New York","NY",240.459714550113,116.650905433641,389.929154980945,"JHURD"
2020-05-08,2020-05-06,2,"LANL","New York","NY",230.909458582236,102.36330513146,397.789809124892,"JHURD"
2020-05-09,2020-05-06,3,"LANL","New York","NY",222.686697620432,89.9920927658283,409.798079418832,"JHURD"
2020-05-10,2020-05-06,4,"LANL","New York","NY",211.716555877812,78.3955103905852,411.50718647868,"JHURD"
2020-05-11,2020-05-06,5,"LANL","New York","NY",202.335714516749,71.6271946488735,414.787919027159,"JHURD"
2020-05-12,2020-05-06,6,"LANL","New York","NY",191.771638670618,60.8450374768925,417.541164389253,"JHURD"
2020-05-13,2020-05-06,7,"LANL","New York","NY",183.118424235508,53.5004853624775,424.422787195748,"JHURD"
2020-05-14,2020-05-06,8,"LANL","New York","NY",173.79364435661,47.7695214174619,422.298337563673,"JHURD"
2020-05-15,2020-05-06,9,"LANL","New York","NY",164.086481124115,44.9169210291917,414.467892915165,"JHURD"
2020-05-16,2020-05-06,10,"LANL","New York","NY",156.120287511039,37.9471237210205,416.726115438715,"JHURD"
2020-05-17,2020-05-06,11,"LANL","New York","NY",147.897051397532,35.1027646068816,413.63950246705,"JHURD"
2020-05-18,2020-05-06,12,"LANL","New York","NY",138.724926202237,31.2359923534155,400.949842980938,"JHURD"
2020-05-19,2020-05-06,13,"LANL","New York","NY",131.623055373265,28.5064733572734,408.162941271742,"JHURD"
2020-05-20,2020-05-06,14,"LANL","New York","NY",123.693999179649,25.028084724984,410.839677852014,"JHURD"
2020-05-21,2020-05-06,15,"LANL","New York","NY",117.687907789385,23.1757456925683,401.101192155501,"JHURD"
2020-05-22,2020-05-06,16,"LANL","New York","NY",112.200658343821,20.1359164512589,396.923644132752,"JHURD"
2020-05-23,2020-05-06,17,"LANL","New York","NY",105.592774322879,18.5184479298218,391.807181076085,"JHURD"
2020-05-24,2020-05-06,18,"LANL","New York","NY",100.37958164582,16.8053383536063,394.889655530233,"JHURD"
2020-05-25,2020-05-06,19,"LANL","New York","NY",94.0982448134874,15.1451352521651,378.14420858628,"JHURD"
2020-05-26,2020-05-06,20,"LANL","New York","NY",91.9032616355626,12.6573922689049,381.832342535101,"JHURD"
2020-05-27,2020-05-06,21,"LANL","New York","NY",86.3214157028059,11.6170879789639,374.594570273112,"JHURD"
2020-05-28,2020-05-06,22,"LANL","New York","NY",82.115470757878,11.141312613151,371.142909489203,"JHURD"
2020-05-29,2020-05-06,23,"LANL","New York","NY",77.0277815215033,10.4958623630861,369.490021870279,"JHURD"
2020-05-30,2020-05-06,24,"LANL","New York","NY",72.8444810050245,9.05472092905281,346.380487316358,"JHURD"
2020-05-31,2020-05-06,25,"LANL","New York","NY",70.6989034842827,7.71557936772173,346.358177976829,"JHURD"
2020-06-01,2020-05-06,26,"LANL","New York","NY",66.552865552782,6.87115628883291,338.150129124282,"JHURD"
2020-06-02,2020-05-06,27,"LANL","New York","NY",63.2968841445978,6.57399407633421,326.187213453133,"JHURD"
2020-06-03,2020-05-06,28,"LANL","New York","NY",59.8570615703647,6.43575105193015,327.400694158349,"JHURD"
2020-06-04,2020-05-06,29,"LANL","New York","NY",57.1409814699663,5.17001211448148,325.776011917447,"JHURD"
2020-06-05,2020-05-06,30,"LANL","New York","NY",53.31038599855,4.48447421747008,322.580187907099,"JHURD"
2020-06-06,2020-05-06,31,"LANL","New York","NY",50.5150139805845,4.22792590978214,313.271625678631,"JHURD"
2020-06-07,2020-05-06,32,"LANL","New York","NY",47.6920922884853,3.87867619635486,304.671238954077,"JHURD"
2020-06-08,2020-05-06,33,"LANL","New York","NY",44.9395129008929,3.72241060630627,297.010281054644,"JHURD"
2020-06-09,2020-05-06,34,"LANL","New York","NY",43.0156829629871,3.21944342643128,294.441190084911,"JHURD"
2020-06-10,2020-05-06,35,"LANL","New York","NY",40.7516818830314,3.15634010002217,296.886283173441,"JHURD"
2020-06-11,2020-05-06,36,"LANL","New York","NY",38.1122557167744,2.55651187578877,296.547580186117,"JHURD"
2020-06-12,2020-05-06,37,"LANL","New York","NY",36.3923386260451,2.46390341463759,281.212506535542,"JHURD"
2020-06-13,2020-05-06,38,"LANL","New York","NY",34.0331668434772,2.38285398191997,266.873223879594,"JHURD"
2020-06-14,2020-05-06,39,"LANL","New York","NY",31.9169796601069,1.92951432121096,268.468188493565,"JHURD"
2020-06-15,2020-05-06,40,"LANL","New York","NY",30.0445938823687,1.74373978890207,252.591201244238,"JHURD"
2020-06-16,2020-05-06,41,"LANL","New York","NY",28.6875258075076,1.56820596715709,249.751328283993,"JHURD"
2020-06-17,2020-05-06,42,"LANL","New York","NY",27.2192206362491,1.34950270275549,237.365411071812,"JHURD"
2020-06-18,2020-05-06,43,"LANL","New York","NY",25.4354337429955,1.08819060949299,243.694914826972,"JHURD"
2020-06-19,2020-05-06,44,"LANL","New York","NY",24.2291881246774,1.09853321156851,243.356842793489,"JHURD"
2020-06-20,2020-05-06,45,"LANL","New York","NY",22.8151166581835,0.985672209773112,226.325683308108,"JHURD"
2020-06-21,2020-05-06,46,"LANL","New York","NY",21.4092586604502,0.901360911395371,220.894373381413,"JHURD"
2020-06-22,2020-05-06,47,"LANL","New York","NY",20.0569549858807,0.831198148689401,210.303220561748,"JHURD"
2020-06-23,2020-05-06,48,"LANL","New York","NY",19.3388500482518,0.741049800294867,208.007444044625,"JHURD"
2020-05-11,2020-05-10,1,"LANL","New York","NY",219.262460134879,106.507674746576,364.89308539406,"JHURD"
2020-05-12,2020-05-10,2,"LANL","New York","NY",209.800121504404,93.2984157273791,371.784017544073,"JHURD"
2020-05-13,2020-05-10,3,"LANL","New York","NY",199.112935174013,81.9017240631008,372.450384666713,"JHURD"
2020-05-14,2020-05-10,4,"LANL","New York","NY",189.626747283038,72.3667799869812,375.037494400473,"JHURD"
2020-05-15,2020-05-10,5,"LANL","New York","NY",181.131983060193,64.2828103459653,377.916814067733,"JHURD"
2020-05-16,2020-05-10,6,"LANL","New York","NY",172.383319662636,56.3681788405548,387.028324777997,"JHURD"
2020-05-17,2020-05-10,7,"LANL","New York","NY",163.228322952716,49.5322530825513,379.993047372073,"JHURD"
2020-05-18,2020-05-10,8,"LANL","New York","NY",157.011419279967,45.0568036046119,381.49426532061,"JHURD"
2020-05-19,2020-05-10,9,"LANL","New York","NY",146.953746881896,38.8010521348988,375.910387464163,"JHURD"
2020-05-20,2020-05-10,10,"LANL","New York","NY",140.361731925209,34.3033661485096,375.630596765155,"JHURD"
2020-05-21,2020-05-10,11,"LANL","New York","NY",134.285505611303,33.767321971785,369.784105340208,"JHURD"
2020-05-22,2020-05-10,12,"LANL","New York","NY",127.667449464038,29.3494248197016,365.705688647634,"JHURD"
2020-05-23,2020-05-10,13,"LANL","New York","NY",119.19625554998,26.6467980183639,361.920103432756,"JHURD"
2020-05-24,2020-05-10,14,"LANL","New York","NY",113.018293015003,23.885417423245,364.768619936203,"JHURD"
2020-05-25,2020-05-10,15,"LANL","New York","NY",108.19625611836,21.970209693806,361.12383143772,"JHURD"
2020-05-26,2020-05-10,16,"LANL","New York","NY",101.526191026258,21.2773389981426,361.929707814812,"JHURD"
2020-05-27,2020-05-10,17,"LANL","New York","NY",95.9136224384691,17.9737814864734,357.955384826604,"JHURD"
2020-05-28,2020-05-10,18,"LANL","New York","NY",91.7264313084607,16.7071917514598,349.142078046616,"JHURD"
2020-05-29,2020-05-10,19,"LANL","New York","NY",86.9252152439859,15.399677965263,341.986523919279,"JHURD"
2020-05-30,2020-05-10,20,"LANL","New York","NY",82.1885922934924,13.650178362253,335.352858874404,"JHURD"
2020-05-31,2020-05-10,21,"LANL","New York","NY",78.2638152186,11.8454861818365,330.888084184469,"JHURD"
2020-06-01,2020-05-10,22,"LANL","New York","NY",73.578904488131,11.3315145125748,330.149678324016,"JHURD"
2020-06-02,2020-05-10,23,"LANL","New York","NY",69.7754597261751,10.0908456989102,322.482338414451,"JHURD"
2020-06-03,2020-05-10,24,"LANL","New York","NY",66.2231367320264,8.77893006525189,318.691260356653,"JHURD"
2020-06-04,2020-05-10,25,"LANL","New York","NY",62.6696223398109,8.03143235796663,317.138129595992,"JHURD"
2020-06-05,2020-05-10,26,"LANL","New York","NY",60.0524851630238,7.65521591044641,305.712674877282,"JHURD"
2020-06-06,2020-05-10,27,"LANL","New York","NY",55.9248513642287,6.63671162758037,290.349692508964,"JHURD"
2020-06-07,2020-05-10,28,"LANL","New York","NY",53.6448130555043,5.85113355889918,291.567369181177,"JHURD"
2020-06-08,2020-05-10,29,"LANL","New York","NY",50.6975114645734,5.24286541561196,285.813115920168,"JHURD"
2020-06-09,2020-05-10,30,"LANL","New York","NY",46.707769440668,4.51086688093926,272.473036085018,"JHURD"
2020-06-10,2020-05-10,31,"LANL","New York","NY",45.5232454662945,4.31455327351854,265.494885535875,"JHURD"
2020-06-11,2020-05-10,32,"LANL","New York","NY",43.0170874662956,4.12155277068231,262.452839400679,"JHURD"
2020-06-12,2020-05-10,33,"LANL","New York","NY",40.2125195984177,3.65925891619822,253.125641094405,"JHURD"
2020-06-13,2020-05-10,34,"LANL","New York","NY",38.3042434191215,3.11615509291871,243.423553154391,"JHURD"
2020-06-14,2020-05-10,35,"LANL","New York","NY",36.9176018888462,2.91949836219041,242.831457956324,"JHURD"
2020-06-15,2020-05-10,36,"LANL","New York","NY",33.9496353997676,2.67114511438913,237.7434177047,"JHURD"
2020-06-16,2020-05-10,37,"LANL","New York","NY",32.1523848026443,2.21715483858605,230.616588574913,"JHURD"
2020-06-17,2020-05-10,38,"LANL","New York","NY",29.9850088411195,2.1163171575184,226.196464706358,"JHURD"
2020-06-18,2020-05-10,39,"LANL","New York","NY",28.8671376616295,1.93298096486652,217.477883812564,"JHURD"
2020-06-19,2020-05-10,40,"LANL","New York","NY",26.7458001963488,1.7199208643643,221.972037083328,"JHURD"
2020-06-20,2020-05-10,41,"LANL","New York","NY",24.9799511432309,1.5430527710559,203.146802346854,"JHURD"
2020-06-21,2020-05-10,42,"LANL","New York","NY",23.4043636797688,1.42603589904588,204.506303771632,"JHURD"
2020-06-22,2020-05-10,43,"LANL","New York","NY",22.8881256157345,1.17161257835383,195.429579460606,"JHURD"
2020-06-23,2020-05-10,44,"LANL","New York","NY",20.8995392982462,1.12148204253059,195.572243843762,"JHURD"
2020-06-24,2020-05-10,45,"LANL","New York","NY",20.600781537216,0.80291086017974,184.771810731031,"JHURD"
2020-06-25,2020-05-10,46,"LANL","New York","NY",18.8741584123135,0.929810004298899,181.163356179577,"JHURD"
2020-06-26,2020-05-10,47,"LANL","New York","NY",18.2097216919333,0.699267199207338,172.601689014398,"JHURD"
2020-06-27,2020-05-10,48,"LANL","New York","NY",16.7262241288981,0.707851475457678,168.681854295334,"JHURD"
2020-05-14,2020-05-13,1,"LANL","New York","NY",180.744373427463,79.5974978416959,318.396489032309,"JHURD"
2020-05-15,2020-05-13,2,"LANL","New York","NY",174.388485802589,69.6873536136507,323.267176540631,"JHURD"
2020-05-16,2020-05-13,3,"LANL","New York","NY",168.819228996921,65.8628635575285,328.669753502683,"JHURD"
2020-05-17,2020-05-13,4,"LANL","New York","NY",160.05313435144,59.5829347017908,328.27276492798,"JHURD"
2020-05-18,2020-05-13,5,"LANL","New York","NY",155.710858689542,53.3335680691683,332.876140103828,"JHURD"
2020-05-19,2020-05-13,6,"LANL","New York","NY",147.263820661838,47.5251378365791,333.358289179727,"JHURD"
2020-05-20,2020-05-13,7,"LANL","New York","NY",139.282641654761,43.7987021600448,333.50655850167,"JHURD"
2020-05-21,2020-05-13,8,"LANL","New York","NY",133.285419518287,37.3186681358095,334.161726735838,"JHURD"
2020-05-22,2020-05-13,9,"LANL","New York","NY",129.295374160708,36.0986216064875,333.841930884713,"JHURD"
2020-05-23,2020-05-13,10,"LANL","New York","NY",120.296421660247,32.0500328264208,328.056266345806,"JHURD"
2020-05-24,2020-05-13,11,"LANL","New York","NY",116.472041463775,27.9379446512232,322.153048416596,"JHURD"
2020-05-25,2020-05-13,12,"LANL","New York","NY",112.367107850435,24.9264864505493,329.38211701965,"JHURD"
2020-05-26,2020-05-13,13,"LANL","New York","NY",105.963072907896,23.3343452338474,328.860143697213,"JHURD"
2020-05-27,2020-05-13,14,"LANL","New York","NY",100.792484607297,21.0018444839116,332.433892591411,"JHURD"
2020-05-28,2020-05-13,15,"LANL","New York","NY",95.7680653527379,19.3166130352962,327.789975943921,"JHURD"
2020-05-29,2020-05-13,16,"LANL","New York","NY",91.1333325171536,17.3205642627665,324.094215049112,"JHURD"
2020-05-30,2020-05-13,17,"LANL","New York","NY",88.6282518908322,15.7991206688545,334.636060389213,"JHURD"
2020-05-31,2020-05-13,18,"LANL","New York","NY",84.4319234280449,14.6278064737942,312.325738455577,"JHURD"
2020-06-01,2020-05-13,19,"LANL","New York","NY",80.8974053394712,12.7637557304875,312.598435030309,"JHURD"
2020-06-02,2020-05-13,20,"LANL","New York","NY",76.9852959021603,12.0872788032929,303.041883186066,"JHURD"
2020-06-03,2020-05-13,21,"LANL","New York","NY",72.9206562432289,11.0878820429335,296.892234229497,"JHURD"
2020-06-04,2020-05-13,22,"LANL","New York","NY",69.1796918032366,10.6808803405477,289.98898992344,"JHURD"
2020-06-05,2020-05-13,23,"LANL","New York","NY",65.6251912602517,9.19505644508664,282.799294402674,"JHURD"
2020-06-06,2020-05-13,24,"LANL","New York","NY",62.2075357887184,8.4473658307082,287.761738973336,"JHURD"
2020-06-07,2020-05-13,25,"LANL","New York","NY",59.41941710022,8.38771436168469,283.376284246017,"JHURD"
2020-06-08,2020-05-13,26,"LANL","New York","NY",56.6135355105944,7.17835399449021,287.049048329673,"JHURD"
2020-06-09,2020-05-13,27,"LANL","New York","NY",53.2423372744845,7.30562530791363,283.476150862987,"JHURD"
2020-06-10,2020-05-13,28,"LANL","New York","NY",50.5869482540886,5.86422308663931,267.143631713351,"JHURD"
2020-06-11,2020-05-13,29,"LANL","New York","NY",47.7298402370811,5.35662861169983,260.831519940301,"JHURD"
2020-06-12,2020-05-13,30,"LANL","New York","NY",45.6838462096084,5.31575387591058,268.46258310239,"JHURD"
2020-06-13,2020-05-13,31,"LANL","New York","NY",44.1853604494119,4.52997957323506,249.893507828817,"JHURD"
2020-06-14,2020-05-13,32,"LANL","New York","NY",41.5774182489445,4.61928715476056,230.642336022687,"JHURD"
2020-06-15,2020-05-13,33,"LANL","New York","NY",40.4263373071967,4.65058799492092,226.874518763113,"JHURD"
2020-06-16,2020-05-13,34,"LANL","New York","NY",38.1803350890206,4.05217116002364,223.110709979914,"JHURD"
2020-06-17,2020-05-13,35,"LANL","New York","NY",36.9833793008172,3.75166926059365,216.183662945406,"JHURD"
2020-06-18,2020-05-13,36,"LANL","New York","NY",34.2961987965517,3.09666314334619,214.192750245216,"JHURD"
2020-06-19,2020-05-13,37,"LANL","New York","NY",33.2398042880474,2.90074911987394,217.813684488066,"JHURD"
2020-06-20,2020-05-13,38,"LANL","New York","NY",31.7499039278523,2.83332288543428,217.915711814531,"JHURD"
2020-06-21,2020-05-13,39,"LANL","New York","NY",30.4799324044751,2.35961146904543,200.071555441914,"JHURD"
2020-06-22,2020-05-13,40,"LANL","New York","NY",27.8206648334513,2.19456009394339,193.828803321172,"JHURD"
2020-06-23,2020-05-13,41,"LANL","New York","NY",27.2261171399714,2.10605291398138,189.127454864195,"JHURD"
2020-06-24,2020-05-13,42,"LANL","New York","NY",26.1514830238583,1.91624437783671,193.501331534771,"JHURD"
2020-06-25,2020-05-13,43,"LANL","New York","NY",25.4941875300754,1.61013183566405,182.021058804503,"JHURD"
2020-06-26,2020-05-13,44,"LANL","New York","NY",23.8073324257133,1.69285995861376,173.605806839212,"JHURD"
2020-06-27,2020-05-13,45,"LANL","New York","NY",21.9489408619848,1.53547322535162,168.603345572132,"JHURD"
2020-06-28,2020-05-13,46,"LANL","New York","NY",21.2246652221391,1.40809108652091,166.078021547815,"JHURD"
2020-06-29,2020-05-13,47,"LANL","New York","NY",19.6839989773499,1.24123939114713,164.921300973155,"JHURD"
2020-06-30,2020-05-13,48,"LANL","New York","NY",19.8220285705128,1.17866216263595,163.324538057985,"JHURD"
2020-05-18,2020-05-17,1,"LANL","New York","NY",213.008221854474,96.4609490224193,366.132932815638,"JHURD"
2020-05-19,2020-05-17,2,"LANL","New York","NY",205.096628699249,85.3036191210921,373.481088002229,"JHURD"
2020-05-20,2020-05-17,3,"LANL","New York","NY",197.770418748964,75.3726787828735,370.560983342712,"JHURD"
2020-05-21,2020-05-17,4,"LANL","New York","NY",189.046686987603,66.5615576162646,374.135679863828,"JHURD"
2020-05-22,2020-05-17,5,"LANL","New York","NY",181.796640207999,59.3560525757223,377.858953789494,"JHURD"
2020-05-23,2020-05-17,6,"LANL","New York","NY",173.344793412138,53.8300670334641,379.922057399913,"JHURD"
2020-05-24,2020-05-17,7,"LANL","New York","NY",167.395192042624,46.5713332553021,381.185697001752,"JHURD"
2020-05-25,2020-05-17,8,"LANL","New York","NY",158.881239336372,42.340061251436,389.557356953576,"JHURD"
2020-05-26,2020-05-17,9,"LANL","New York","NY",150.946629597053,39.6858870368163,376.605627043715,"JHURD"
2020-05-27,2020-05-17,10,"LANL","New York","NY",146.205136828364,35.2794902858145,378.883020269789,"JHURD"
2020-05-28,2020-05-17,11,"LANL","New York","NY",138.970364341141,32.9555290557492,377.013396471939,"JHURD"
2020-05-29,2020-05-17,12,"LANL","New York","NY",132.325682414197,30.629647723893,368.784426573025,"JHURD"
2020-05-30,2020-05-17,13,"LANL","New York","NY",127.015843188593,27.6993185428778,369.161852713559,"JHURD"
2020-05-31,2020-05-17,14,"LANL","New York","NY",121.150438279201,26.4423161539552,364.466968443181,"JHURD"
2020-06-01,2020-05-17,15,"LANL","New York","NY",114.015348431842,23.7195101101914,361.082152911115,"JHURD"
2020-06-02,2020-05-17,16,"LANL","New York","NY",108.507876863347,20.6557656156173,357.089352411703,"JHURD"
2020-06-03,2020-05-17,17,"LANL","New York","NY",104.569772880626,20.1964922960427,357.136056069258,"JHURD"
2020-06-04,2020-05-17,18,"LANL","New York","NY",99.5295502253879,16.8682401126687,352.194407611966,"JHURD"
2020-06-05,2020-05-17,19,"LANL","New York","NY",93.8336025319824,15.7820701319552,346.474102586564,"JHURD"
2020-06-06,2020-05-17,20,"LANL","New York","NY",90.0467840425418,14.6579585300533,341.778808220413,"JHURD"
2020-06-07,2020-05-17,21,"LANL","New York","NY",86.3415719687715,13.0243298942734,337.2355945493,"JHURD"
2020-06-08,2020-05-17,22,"LANL","New York","NY",84.2934847668068,12.43456617197,333.730933917948,"JHURD"
2020-06-09,2020-05-17,23,"LANL","New York","NY",78.9994445267946,11.4102855014984,342.03920036173,"JHURD"
2020-06-10,2020-05-17,24,"LANL","New York","NY",75.0858623831418,10.9084950561485,330.632813799139,"JHURD"
2020-06-11,2020-05-17,25,"LANL","New York","NY",71.4198065307064,9.72737014798584,326.749485016123,"JHURD"
2020-06-12,2020-05-17,26,"LANL","New York","NY",67.5872831267374,9.05282050133382,315.467220760902,"JHURD"
2020-06-13,2020-05-17,27,"LANL","New York","NY",64.4971121348518,8.24371062087718,325.700854335097,"JHURD"
2020-06-14,2020-05-17,28,"LANL","New York","NY",62.1112524282525,7.06252880360858,315.528341738504,"JHURD"
2020-06-15,2020-05-17,29,"LANL","New York","NY",58.4749798890905,6.15509003785745,304.581480739143,"JHURD"
2020-06-16,2020-05-17,30,"LANL","New York","NY",55.8844641645362,6.52132316278904,294.101325068423,"JHURD"
2020-06-17,2020-05-17,31,"LANL","New York","NY",53.1443406487342,5.66982616039895,286.986732485819,"JHURD"
2020-06-18,2020-05-17,32,"LANL","New York","NY",49.7887292282684,5.07291336668831,282.818834973441,"JHURD"
2020-06-19,2020-05-17,33,"LANL","New York","NY",48.5839493762047,4.30262609196184,271.13774166693,"JHURD"
2020-06-20,2020-05-17,34,"LANL","New York","NY",46.8169186308438,3.95421635771017,269.106757483078,"JHURD"
2020-06-21,2020-05-17,35,"LANL","New York","NY",43.8529179116785,3.71921743484349,261.751068104474,"JHURD"
2020-06-22,2020-05-17,36,"LANL","New York","NY",42.5042677302597,3.20697283196912,268.598304155991,"JHURD"
2020-06-23,2020-05-17,37,"LANL","New York","NY",40.8282184054063,3.10683953519939,267.713089778382,"JHURD"
2020-06-24,2020-05-17,38,"LANL","New York","NY",38.8206705862469,2.43295156976111,254.93770681567,"JHURD"
2020-06-25,2020-05-17,39,"LANL","New York","NY",36.5063015100071,3.11391148840831,260.044951866971,"JHURD"
2020-06-26,2020-05-17,40,"LANL","New York","NY",34.813980179354,2.58312085632336,252.659765233968,"JHURD"
2020-06-27,2020-05-17,41,"LANL","New York","NY",32.8945881100228,2.17685496505395,243.486179473982,"JHURD"
2020-06-28,2020-05-17,42,"LANL","New York","NY",31.0824498555929,2.01575690094689,228.397559637639,"JHURD"
2020-06-29,2020-05-17,43,"LANL","New York","NY",30.3801123594686,1.77862740049642,238.861176307527,"JHURD"
2020-06-30,2020-05-17,44,"LANL","New York","NY",28.3939468897446,1.82416044427226,236.890900747979,"JHURD"
2020-07-01,2020-05-17,45,"LANL","New York","NY",26.8188529712092,1.4952317736015,223.832044799191,"JHURD"
2020-07-02,2020-05-17,46,"LANL","New York","NY",25.5379155710143,1.323592747611,223.82496797207,"JHURD"
2020-07-03,2020-05-17,47,"LANL","New York","NY",23.9980463709375,1.20648072045595,221.78285116878,"JHURD"
2020-07-04,2020-05-17,48,"LANL","New York","NY",22.8167247122881,1.22790950315362,217.99106832905,"JHURD"
2020-05-21,2020-05-20,1,"LANL","New York","NY",149.442582359395,70.9812215206879,265.661501506773,"JHURD"
2020-05-22,2020-05-20,2,"LANL","New York","NY",144.160299203897,66.3849526064568,270.116811144866,"JHURD"
2020-05-23,2020-05-20,3,"LANL","New York","NY",141.594328944918,60.6402161887446,262.925191608431,"JHURD"
2020-05-24,2020-05-20,4,"LANL","New York","NY",137.288434836164,56.2478533984174,258.110251340515,"JHURD"
2020-05-25,2020-05-20,5,"LANL","New York","NY",134.810918296784,49.927783068545,263.618745351522,"JHURD"
2020-05-26,2020-05-20,6,"LANL","New York","NY",129.328624434592,51.2073660711106,261.825707397116,"JHURD"
2020-05-27,2020-05-20,7,"LANL","New York","NY",124.797026289663,47.8760721875354,255.696083733472,"JHURD"
2020-05-28,2020-05-20,8,"LANL","New York","NY",122.781104871015,43.107712322407,257.23460346267,"JHURD"
2020-05-29,2020-05-20,9,"LANL","New York","NY",118.251268812834,42.3425424802545,258.986291582761,"JHURD"
2020-05-30,2020-05-20,10,"LANL","New York","NY",116.17665452204,39.6397301277692,255.05720885602,"JHURD"
2020-05-31,2020-05-20,11,"LANL","New York","NY",113.499135654368,37.5411892740377,253.992275924353,"JHURD"
2020-06-01,2020-05-20,12,"LANL","New York","NY",108.956449763779,34.1520443254684,250.670760321223,"JHURD"
2020-06-02,2020-05-20,13,"LANL","New York","NY",106.018668255836,31.5100829960372,260.328870757269,"JHURD"
2020-06-03,2020-05-20,14,"LANL","New York","NY",103.701404189931,29.3864791758541,252.252025097878,"JHURD"
2020-06-04,2020-05-20,15,"LANL","New York","NY",99.646969191223,29.3564415112645,253.813574503359,"JHURD"
2020-06-05,2020-05-20,16,"LANL","New York","NY",98.5562176395027,26.723609196584,247.658784736448,"JHURD"
2020-06-06,2020-05-20,17,"LANL","New York","NY",94.1342275698865,24.7418266380576,245.000343205044,"JHURD"
2020-06-07,2020-05-20,18,"LANL","New York","NY",90.8143768779537,23.6304135127021,248.484729998893,"JHURD"
2020-06-08,2020-05-20,19,"LANL","New York","NY",88.4399750550866,23.1072231388973,245.034566366168,"JHURD"
2020-06-09,2020-05-20,20,"LANL","New York","NY",83.8077442057414,22.8142157791145,245.830320876215,"JHURD"
2020-06-10,2020-05-20,21,"LANL","New York","NY",82.8788604400673,19.713002968509,253.546290518792,"JHURD"
2020-06-11,2020-05-20,22,"LANL","New York","NY",80.183032137477,17.9981087175,242.030995429064,"JHURD"
2020-06-12,2020-05-20,23,"LANL","New York","NY",76.406910732884,18.0182022099477,237.063818564431,"JHURD"
2020-06-13,2020-05-20,24,"LANL","New York","NY",74.007425510184,16.8390479951617,238.887798861441,"JHURD"
2020-06-14,2020-05-20,25,"LANL","New York","NY",72.5571111032892,15.7681890643478,231.74394764245,"JHURD"
2020-06-15,2020-05-20,26,"LANL","New York","NY",70.253212504327,15.4657890560482,232.4332065012,"JHURD"
2020-06-16,2020-05-20,27,"LANL","New York","NY",68.6569807939896,14.0173398376344,232.065297724203,"JHURD"
2020-06-17,2020-05-20,28,"LANL","New York","NY",67.237611896551,13.5523554169328,229.728199670619,"JHURD"
2020-06-18,2020-05-20,29,"LANL","New York","NY",64.4394465921212,13.3473385928951,226.379001284014,"JHURD"
2020-06-19,2020-05-20,30,"LANL","New York","NY",63.1340868871997,12.7622568641518,226.744710692275,"JHURD"
2020-06-20,2020-05-20,31,"LANL","New York","NY",59.8338224205216,11.3301191757012,224.054090037949,"JHURD"
2020-06-21,2020-05-20,32,"LANL","New York","NY",57.8988343393089,11.8668289667531,221.444530256207,"JHURD"
2020-06-22,2020-05-20,33,"LANL","New York","NY",56.7789377349526,10.6782389839423,216.585340849988,"JHURD"
2020-06-23,2020-05-20,34,"LANL","New York","NY",54.8990208215494,11.1792951517228,210.884226285741,"JHURD"
2020-06-24,2020-05-20,35,"LANL","New York","NY",52.5971129535428,9.43295590191444,217.725662997086,"JHURD"
2020-06-25,2020-05-20,36,"LANL","New York","NY",51.7260631572872,9.04749785547769,208.210571399213,"JHURD"
2020-06-26,2020-05-20,37,"LANL","New York","NY",50.3214273889097,7.73773976982594,204.913050109362,"JHURD"
2020-06-27,2020-05-20,38,"LANL","New York","NY",48.1854722939543,7.86001129577941,198.554178170409,"JHURD"
2020-06-28,2020-05-20,39,"LANL","New York","NY",46.4784769904996,6.93884332612854,203.142054406696,"JHURD"
2020-06-29,2020-05-20,40,"LANL","New York","NY",45.1616958447809,6.4975264143211,199.983901255414,"JHURD"
2020-06-30,2020-05-20,41,"LANL","New York","NY",43.7921328458391,6.76529433443559,190.537145431653,"JHURD"
2020-07-01,2020-05-20,42,"LANL","New York","NY",42.5877932342374,6.41090876824954,187.788585782599,"JHURD"
2020-07-02,2020-05-20,43,"LANL","New York","NY",42.2875240483425,5.9777192647247,187.029845692379,"JHURD"
